run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111215_02_0_000_007888,1.2423126437135923,2.866483094029756,1.9117276860316401,0.5454166666666667,1950
freehand_20250908_111215_02_0_001_701273,1.2694227599354475,2.440254473747589,1.3427139141375437,0.5595833333333333,1950
freehand_20250908_111215_02_0_002_631739,1.1479152249651532,0.6408976164432961,1.7445642805281039,0.5908333333333333,1874
freehand_20250908_111215_02_0_003_309503,1.0151141526184717,3.0775008153058834,1.252282331021823,0.41833333333333333,1945
freehand_20250908_111215_02_0_004_033538,1.2976654640277827,3.922456785201588,1.4258856926707217,0.6066666666666667,1918
freehand_20250908_111215_02_0_005_693150,1.2532659062845104,3.219173200942224,1.8171884301123786,0.6220833333333333,1934
freehand_20250908_111215_02_0_006_180556,1.1304959735197047,2.967317278970091,1.552907739429289,0.5258333333333334,1912
freehand_20250908_111215_02_0_007_077542,1.024854963100266,3.054017753965971,0.962303734266322,0.3720833333333333,1934
freehand_20250908_111215_02_0_008_103541,0.9249810057154552,1.3617183470993284,0.9395055013792323,0.33666666666666667,1778
freehand_20250908_111215_02_0_009_886382,1.1638373624892968,2.0534549273064187,1.2353725225059697,0.605,1916
